,Institution_Name
37409,Summit Salon Academy
37410,Evans Hairstyling College - Rexburg
37411,Ann Marie's World of Beauty School
37412,Harrisburg University of Science and Technology
37413,Harrisburg University of Science and Technology
37414,Harrisburg University of Science and Technology
37415,Pontifical John Paul II Institute for Studies on Marriage and Family
37416,Pontifical John Paul II Institute for Studies on Marriage and Family
37417,Southern California University SOMA
37418,Vermont College of Fine Arts
37419,Vermont College of Fine Arts
37420,CCIC Beauty College
37421,Paul Mitchell the School Phoenix
37422,Santa Ana Beauty Academy
37423,"Eternity Cosmetology School, Corp."
37424,"Universal Spa Training Academy, Inc."
37425,Avant Gard The School
37426,The Salon Professional Academy - Evansville
37427,Cosmetology College of Franklin County
37428,Missouri School of Barbering & Hairstyling
37429,Vanity School of Cosmetology
37430,Aveda Institute Portland
37431,Aveda Institute Portland
37432,"931 Skin Care and Beauty Academy, Inc."
37433,Salon 496 Barber Academy
37434,"Academy of Cosmetology, L.L.C."
37435,The SANS Technology Institute
37436,The SANS Technology Institute
37437,Simmons College of Kentucky
37438,Simmons College of Kentucky
37439,Grace College of Divinity
37440,Grace College of Divinity
37441,All Saints Bible College
37442,Bryant and Stratton College
37443,Bryant and Stratton College
37444,Bryant and Stratton College
37445,Bryant and Stratton College
37446,Bryant and Stratton College
37447,Bryant and Stratton College
37448,Bryant and Stratton College
37449,Bryant and Stratton College
37450,Bryant and Stratton College
37451,Bryant and Stratton College
37452,Bryant and Stratton College
37453,Bryant and Stratton College
37454,Bryant and Stratton College
37455,Bryant and Stratton College
37456,Bryant and Stratton College
37457,Bryant and Stratton College
37458,Bryant and Stratton College
37459,Bryant and Stratton College
37460,Bryant and Stratton College
37461,Bryant and Stratton College
37462,Bryant and Stratton College
37463,Bryant and Stratton College
37464,Bryant and Stratton College
37465,Bryant and Stratton College
37466,Bryant and Stratton College
37467,Bryant and Stratton College
37468,Bryant and Stratton College
37469,Bryant and Stratton College
37470,Bryant and Stratton College
37471,Bryant and Stratton College
37472,International Institute for Restorative Practices
37473,International Institute for Restorative Practices
37474,International Institute for Restorative Practices
37475,International Institute for Restorative Practices
37476,International Institute for Restorative Practices
37477,International Institute for Restorative Practices
37478,St. Joseph's College of Nursing
37479,St. Joseph's College of Nursing
37480,St. Joseph's College of Nursing
37481,Montessori Teacher Academy/NCME
37482,Tool and Dye Maker School
37483,Community Vocational School Tomas C. Ongay
37484,Community Vocational School Carlos F. Daniels
37485,Community Vocational School Jose A. Montanez Genaro
37486,Palm Harbor Montessori Teacher Education Center
37487,Montessori Academy Training Institute
37488,Maine Montessori Institute
37489,Kansas City Center/Montessori Education
37490,Montana Montessori
37491,Montessori Teacher Education at Charlotte
37492,Montessori Training of Southern Nevada
37493,Montessori Teacher Training Institute of South Carolina
37494,Florence School District #1 Montessori Teacher Program
37495,Virginia Center for Montessori Studies
37496,New School Montessori Center
37497,Montessori Heartland
37498,Polished Nail Academy
37499,Lewistown Hospital
37500,Century College
37501,Century College
37502,Peloton College
37503,Westwood College - Los Angeles
37504,Westwood College - Los Angeles
37505,Westwood College - Los Angeles
37506,Westwood College - Los Angeles
37507,Westwood College - Los Angeles
37508,Westwood College - Los Angeles
37509,Westwood College - Los Angeles
37510,Westwood College - Dupage
37511,Westwood College - Dupage
37512,Westwood College - Dupage
37513,Westwood College - Dupage
37514,Westwood College - Dupage
37515,Westwood College - Dupage
37516,Westwood College - O'Hare Airport
37517,Westwood College - O'Hare Airport
37518,Westwood College - O'Hare Airport
37519,Westwood College - O'Hare Airport
37520,Westwood College - O'Hare Airport
37521,Westwood College - O'Hare Airport
37522,"Learnet Academy, Inc."
37523,North American University
37524,Christie's Education Inc.
37525,EDP School of Computer Programming
37526,International Academy of Design and Technology - Pittsburgh
37527,Atlantic Acting School
37528,Upright Citizens Brigade Theatre - Hollywood
37529,Upright Citizens Brigade Theatre - New York
37530,American Institute of Technology - Fontana
37531,American Institute of Technology - Gardena
37532,College of Barber & Hair Design
37533,ATI Career Training Center - Garland
37534,ATI Career Training Center - Albuquerque
37535,ATI Career Training Center - Dallas
37536,ATI Career Training Center - Richardson
37537,ATI Career Training Center - Waco
37538,ATI College - Santa Ana
37539,Career Institute of Florida - Spring Hill
37540,"Center of Cinematography, Art and Television"
37541,Centura College - Virginia Beach
37542,Centura College - Alexandria
37543,CIT College of InfoMedical Technology
37544,College of Hair Design - East
37545,Concorde Career Institute - Orlando
37546,D'Mart Institute - Vega Alta
37547,Aerosim Flight Academy - Houston
37548,Escuela Hotelera de San Juan - Maaguez
37549,Fortis College - Indianapolis
37550,Fortis College - Indianapolis
37551,Fortis College - Indianapolis
37552,Fortis College - Salt Lake City
37553,Fortis College - Salt Lake City
37554,Fortis College - Salt Lake City
37555,Fortis College - Phoenix
37556,Fremont College
37557,Institute of Technology - Redding
37558,Kaplan Career Institute - Boston
37559,Kaplan Career Institute - Boston
37560,Brightwood College - Riverside
37561,Southeastern College
37562,L'Ecole Culinaire - Cordova
37563,Lamson Institute
37564,Lawton Career Institute - Warren
37565,Meridian Career Institute - Tampa
37566,Midwest Technical Institute - East Peoria
37567,Minneapolis Media Institute
37568,Minneapolis Media Institute
37569,Minneapolis Media Institute
37570,Modern Institute of Technology
37571,Motorcycle Technology Center
37572,New England Tractor Trailer of Connecticut - Bridgeport
37573,Northwest Lineman College - Oroville Campus
37574,Ohio Center for Broadcasting - Columbus
37575,PC Center
37576,Pittsburgh Institute of Aeronautics Youngstown
37577,PowerSport Institute
37578,Precision Manufacturing Institute - Shenango
37579,Provo College - American Fork
37580,Provo College - American Fork
37581,Remington College - Shreveport Campus
37582,Remington College of Nursing
37583,Remington College of Nursing
37584,Remington College - Columbia Campus
37585,Remington College - Houston Southeast Campus
37586,Southeastern Institute
37587,The Salon Professional Academy - Onalaska
37588,Toni & Guy Hairdressing Academy - Bellingham
37589,Unitek College - Fremont
37590,Unitek College - Fremont
37591,Upper Limit Aviation
37592,Broadview University - Layton
37593,Broadview University - Layton
37594,Broadview University - Layton
37595,Broadview University - Orem
37596,Broadview University - Orem
37597,Broadview University - Orem
37598,Vatterott Career College
37599,Vatterott College - Fairview Heights
37600,Vatterott Education Center
37601,West Coast Ultrasound Institute - Phoenix
37602,Westech College - Victorville
37603,Wichita Technical  Institute - Wichita
37604,Blue Cliff College - Alexandria
37605,Future Tech Institute
37606,Lincoln Technical Institute - Whitestone Queens
37607,Fortis Institute - Baltimore
37608,Fortis Institute - Baltimore
37609,All Beauty College
37610,All Beauty College
37611,Elite Cosmetology School
37612,Paul Mitchell the School - East Bay
37613,The Salon Professional Academy - Colorado Springs
37614,Paul Mitchell the School Honolulu
37615,Park Avenue School of Cosmetology
37616,Park Avenue School of Cosmetology
37617,The Lab Paul Mitchell Partner School
37618,Nashville Barber and Style Academy
37619,Louis V. Gerstner Jr. Graduate School of Biomedical Sciences at Memorial Sloan-Kettering Cancer Center
37620,Faith Theological Seminary
37621,E.B. Cape Center - Corporate University
37622,The Hair Academy LLC
37623,The Hair Academy LLC
37624,The Hair Academy LLC
37625,"Ultrasound Medical Institute, Inc."
37626,"Ultrasound Medical Institute, Inc."
37627,Washington Barber College
37628,Massage Therapy Institute of Colorado - Denver
37629,Internexus Salt Lake City
37630,Lawrence & Memorial Hospital
37631,St. Thomas/Nashville CPE Partnership
37632,International Center for Language Studies
37633,Lutheran Services New York Alliance
37634,Lutheran Services New York Alliance
37635,The Watson Institute Psychology Internship
37636,Central Maine Medical Center - Radiography
37637,Memorial Sloan-Kettering Cancer Center - Radiation Therapy
37638,Southern Worcester Regional Vocational School District
37639,Southern Worcester Regional Vocational School District
37640,Southern Worcester Regional Vocational School District
37641,Pima Medical Institute - Denver
37642,Pima Medical Institute - Denver
37643,Pima Medical Institute - Denver
37644,Aveda Institute - Boise
37645,Estelle Skin Care and Spa Institute
37646,Entourage Institute of Beauty & Esthetics
37647,Lindsey Institute of Cosmetology
37648,Tri-State Institute of Hair Design
37649,Capilo Institute
37650,Partners HealthCare System
37651,Partners HealthCare System
37652,Partners HealthCare System
37653,Antioch School of Church Planting and Leadership Development
37654,Northwest Institute of Literary Arts
37655,Tamalpais Adult School
37656,The Real Barbers College
37657,Gwendolyn & Company d/b/a The Salon Professional Academy of Elgin
37658,The Salon Professional Academy - Iowa City
37659,The Salon Elite Academy
37660,Paul Mitchell the School - Portland
37661,Paul Mitchell The School - Esani
37662,Paul Mitchell The School - Esani
37663,American Health Institute
37664,Tomorrow's Image Barber Academy of Virginia
37665,Montessori Center for Teacher Education - Washington State
37666,Solex College
37667,Solex College
37668,Solex College
37669,Buckner Barber College
37670,Buckner Barber College
37671,Carolina College of Hair Design
37672,Carolina College of Hair Design
37673,Hands-On Medical Massage School
37674,Hands-On Medical Massage School
37675,Computer Training Academy
37676,Computer Training Academy
37677,Colorado Academy of Veterinary Technology
37678,Colorado Academy of Veterinary Technology
37679,Adult and Community Education
37680,Florida Vocational Institute
37681,South Dade Adult Education Center
37682,South Dade Adult Education Center
37683,South Dade Adult Education Center
37684,South Dade Adult Education Center
37685,Medical Careers College
37686,Northeast Technical Institute
37687,Northeast Technical Institute
37688,Northeast Technical Institute
37689,Access Institute
37690,Great Lakes Truck Driving School
37691,Great Lakes Truck Driving School
37692,Boxelder Job Corps Center
37693,Boxelder Job Corps Center
37694,Cybertex Institute of Technology
37695,Cybertex Institute of Technology
37696,Excel Learning Center
37697,Excel Learning Center
37698,ITT Technical Institute - Spokane Valley
37699,ITT Technical Institute - Spokane Valley
37700,ITT Technical Institute - Spokane Valley
37701,Bergin University of Canine Studies
37702,Guardian College
37703,Presidio Graduate School
37704,Presidio Graduate School
37705,Presidio Graduate School
37706,Saint Basil College
37707,Saint Basil College
37708,Robert B. Miller College
37709,Robert B. Miller College
37710,Robert B. Miller College
